おはようございます	3525454926	ja	en	お姫さま、おはようございます。	Good morning, princess.	Good morning, Tom.	Good luck, campaigners!	Good afternoon, everyone.	Good night, Daddy.	Good morning. "Morning."	Hi! Good morning!
おはようございます	1581790150	ja	en	おはようございます。おめざめの時間です。	Good morning. It's time to wake up.	Several times, he turned to look at her.	Good people are similar to a warm sun.	Good help is hard to find these days.	Good evening. I'd like a glass of milk.	There's no better pillow than his chest.	This is not a good time to hang out.
おはようございます	159097152	ja	en	おはようございます。よく寝れましたか？	Good morning. Did you sleep well?	Most politicians are lying shitty people.	I've had a good sleep.	Good thing you're doing better.	Long skirts are out of fashion now.	Nothing beats a good night's sleep.	Sulfuric acid is stronger than acetic acid.
おはようございます	2563978033	ja	en	「おはようございます」と、トムは笑顔で言いました。	Good morning, said Tom with a smile on his face.	Good intentions are a horse that is often saddled but rarely ridden.	Mennad would smile in your face and stab you in the back.	Good afternoon. You are our new neighbor, if I'm not mistaken?	Tom just sat there with a bored look on his face.	Zoonotic diseases, meaning diseases transmitted by animals to humans, are increasing.	He was standing behind me with a smile on his face.
おはようございます	2328435764	ja	en	「おはようございます。今日は遅かったですね」「うん。ちょっと手間取っちゃって」	Good morning. You're late today, aren't you? "Yeah, I got a bit caught up."	Good day, lords. In what way can I refine upon my adroitness in aural comprehension?	The assassin was immediately caught, put into a car and driven away from the crime scene.	Good books have a way of painting a picture in your mind just as good as movies.	Many times I have found that people cannot be taken at their word.	Good morning, it's cold out, isn't it? "Yes, very cold for the time of year."	Good-evening, said he, looking through the window. "I wanted to have a word with you."
おはようございます	2328435764	ja	en	「おはようございます。今日は遅かったですね」「うん。ちょっと手間取っちゃって」	Good morning. You're a bit late today, aren't you? "Yes, I ran into a bit of trouble."	Good evening. We're calling because we ordered a pizza three hours ago and it still hasn't arrived.	Good night, good night! Parting is such sweet sorrow, that I shall say good night till it be morrow.	Tom and Mary ran off to Australia and got married after knowing each other for only a few weeks.	As everyone stood guard silently, someone ran to the corner of the street and called over a police officer.	Good morning, sir. You probably don't remember me. "Of course I remember you. You were one of my best students."	At the last office I went to I ran out of work after a couple of hours, which made the rest of the day rather boring.
おはようございます	2328435764	ja	en	「おはようございます。今日は遅かったですね」「うん。ちょっと手間取っちゃって」	Good morning. You were a bit late today. "Mhm, I got a tad delayed."	Good people are like beautiful plants: they are recognizable from afar, says a Kabyle saying in rhyme.	Last year, I wasn't able to play tennis as often as I wanted to.	The official start of the ski season in New South Wales has been delayed until June 22.	If the necessary materials can't be procured, production of the goods will be delayed further.	Good, good, you're a sweet child so you're going to bed now.	I delayed telling him about his uncle's death as long as I could.
こんにちは	3363590735	ja	en	こんにちは！	Good day!	Stanger danger.	I played.	Be off!	They promised.	Call 911!	She meowed.
こんにちは	2832406136	ja	en	こんにちは。	Welcome.	Very!	Roger.	Disgusting!	Hush!	Hopefully.	Dinner!
こんにちは	2832406136	ja	en	こんにちは。	Good day.	Cookie! No!	Tom whistled.	Ziri vanished.	He dreams.	Catch her!	Contact Tom.
こんにちは	3363590735	ja	en	こんにちは！	Hello!	K.I.S.S.	Shit!	Quick!	Surrender.	Down!	Remember!
こんにちは	2832406136	ja	en	こんにちは。	Good day!	Stanger danger.	I played.	Be off!	They promised.	Call 911!	She meowed.
こんにちは	2832406136	ja	en	こんにちは。	Hi.	Shotgun!	Nope.	Orgy!	Snooze!	Stronger!	Lizard!
こんにちは	2832406136	ja	en	こんにちは。	hello	author	except	knowledge	parts	plus	spent	track
こんにちは	2832406136	ja	en	こんにちは。	Good afternoon.	Horses run.	He hid.	Get lost!	Sound familiar?	God damn!	Memorise it.
こんにちは	3363590735	ja	en	こんにちは！	Hi.	Shotgun!	Nope.	Orgy!	Snooze!	Stronger!	Lizard!
こんにちは	3983744469	ja	en	こんにちは、如何ですか？	Hi, how are you?	Are you two together?	Tom, how could you?	Hi! What's new?	Hi. How are you?	Well, how are you?	Hey, where are you?
こんにちは	3019369928	ja	en	こんにちは。私はスピデです。	Hello, I am Sepideh.	Damn, she's HOT!	I am not scared.	Hello and thank you.	Hey! I'm Sepideh.	Now that was annoying.	I am not ill.
こんにちは	2832406136	ja	en	こんにちは。	Hello!	K.I.S.S.	Shit!	Quick!	Surrender.	Down!	Remember!
こんにちは	2832406136	ja	en	こんにちは。	Hello.	Chillax.	Practise.	Where?	Whoa!	Unbelievable!	Fly!
こんにちは	1219173170	ja	en	みなさん、こんにちは。	Hi, everybody!	Look down!	Whatever, mate.	Hey, kitty!	Save more.	I sleepwalk.	Play now.
こんにちは	1007516414	ja	en	こんにちは、エラ！	Hello Ella!	Anytime, Lily.	I am.	Like Bixby?	Like what?	Okay, okay.	Thanks, William!
こんにちは	1219173170	ja	en	みなさん、こんにちは。	Hi, everybody.	Very nice!	Just disappear.	Wait outside.	Tom crawls.	Tom lies.	Heartfelt thanks!
こんにちは	860341391	ja	en	こんにちは、ガブリエル。	Hello Gabriel.	Anytime, Lily.	I am.	Kind of.	Okay, okay.	Thanks Frank!	Why not?
こんにちは	1007516414	ja	en	こんにちは、エラ！	Hi Ella!	Ah cool!	Hi, Laura.	Okay, okay.	Sounds perfect.	Thanks, William!
こんにちは	1508388513	ja	en	こんにちは、エレナ！	Hi Elena!	A little.	Both actually.	Chips, please.	So sassy!	Sounds perfect.	Why not?
こんにちは	1672777906	ja	en	こんにちは、オリバー！	Hello, Oliver!	A little.	Ice cream!	J.K. Rowling.	The Patriots.	Very good.
こんにちは	419757657	ja	en	こんにちは、ピーター！	Hello Peter!	Dr. Seuss.	Got it.	Pop music.	The Patriots.	You should!
こんにちは	165293336	ja	en	こんにちは、ノラ！	Hi Nora!	A little.	Beatrix Potter.	Chips, please.	Dr. Seuss.	Pop music.	The Avengers.
こんにちは	37323479	ja	en	こんにちは、オミッドです。	Hi, my name is Omid.	Australia is a beautiful country.	Hello. My name is Jabu.	Hi everyone, I'm Tom.	Hello! My name is Bashir.	Hi, my name is Mohand.	It is very nice here.
こんにちは	1518540133	ja	en	こんにちは、アヴァ！	Hi Ava!	A lot.	Good choice.	Me three!	No problem!	The Avengers.	We will!
こんにちは	1127432011	ja	en	こんにちは、イアン。	Hi, Ian.	How so?	Pop music.	The Patriots.	True that.	Will do!	Yes, sure.
こんにちは	1129321704	ja	en	こんにちは、お元気ですか。	Good day, how are you?	Have a good day, Ziri.	Good morning, how are you?	Good things must be savoured.	Good work makes good things.	Good riddance to bad rubbish!	These umbrellas are pretty inexpensive.
こんにちは	76047664	ja	en	皆さんこんにちは。	Hello, everyone.	Act immediately.	Oh, dear!	Everybody cheered.	Ukraine surrendered.	Stand proud.	He mooed.
こんにちは	1181386010	ja	en	こんにちは、イザベラ！	Hi Isabella!	A lot.	Dr. Seuss.	Great choice!	Nice team!	Star Wars!
こんにちは	1053313670	ja	en	こんにちは、アンナ！	Hi Anna!	Fair enough.	Great idea!	I am.	Thanks, Oscar!	Their smiles.
こんにちは	511873116	ja	en	こんにちは、イザベル。	Hello, Isabelle.	Actually, yes.	Anytime, Lily.	Aw, nice.	Okay then!	So funny.	Thanks, Oscar!
こんばんは	3930990322	ja	en	こんばんは。	Good evening.	Dive together.	Piss off!	Firefox crashed.	It reeks!	No more!	Silence reigned.
こんばんは	3930990322	ja	en	こんばんは。	Good evening!	Tom writes.	Ramadan Mubarak.	Shun rumour.	Stefan entered.	Be cursed!	No pressure.
こんばんは	4069182511	ja	en	こんばんは。ご機嫌いかが？	Good evening, how are you?	Good thing you believed me.	Good morning. How are you?	Does this not please you?	Good morning, ladies and gentlemen.	Good evening. How are you?	Are you really that naive?
こんばんは	1132256187	ja	en	シカゴのみなさん、こんばんは。	Hello, Chicago!	Sami left.	Yimach shemo!	Enrico landed.	Study more.	Suit yourself.	Speak Berber!
お久しぶりです	334707394	ja	en	本当にお久しぶりです。	It really has been a long time since we've seen each other.	I probably would've been able to do that without your help.	It would be difficult to improve the device without an effective catalyst.	It was Tom's idea that we go to Australia.	You should've been able to do that as well.	How long has it been since you've seen your family?	It definitely didn't feel like a dream. Everything felt so real.
お久しぶりです	334707394	ja	en	本当にお久しぶりです。	It's been a long time.	Did you talk for a long time?	I should have done that before 2:30.	I've waited a long time.	We don't have the time.	Do one thing at a time.	It's been nearly 3 hours.
お久しぶりです	590441736	ja	en	大変お久しぶりです。	It's been ages since I saw you last.	It's been ages since we saw each other!	It was the best tea I had ever had.	I should have talked to you first about it.	It's been a year now since Tom left.	I should have told Tom to visit Boston.	She could have met you at the airport.
お久しぶりです	967848500	ja	en	お元気ですか。お久しぶりですね。	How are you doing? I haven't seen you for an age!	How can I know that you're not going to hurt me?	How many hours of TV do you watch a day?	How did you know I used to teach French in Australia?	I've never seen you as beautiful as you are now.	Scarcely had the dog seen me when it ran away.	Your cheeks, two pomegranate cuts, can be seen behind the veil.
お久しぶりです	489774663	ja	en	こんにちは。お久しぶりです。	Hello. Long time no see.	Time to say goodbye, Gunter.	Long time no see, Bill.	There was nothing to see.	Hello, long time no see!	Time to rise and shine.	Hello, have you already eaten?
お久しぶりです	3170348373	ja	en	こんにちは。トムさんですよね？ お久しぶりです。	Hi. You're Tom, right? It's been a while.	Hi. You have beautiful hair. "Thanks." "What's your name?" "Skura."	Ah, that's true, Susan put in. "I just wanted to call..."	Hi, my name is Mary. How can I help you?	My father and I will fish once in a while.	Why, I wouldn't know what this contraption is supposed to do.	It's been over a week since I last saw Tom.
お元気ですか	1932937826	ja	en	お元気ですか？	How are you doing?	How about for Halloween?	How about white?	How much do we use?	I love concerts!	I'm doing okay.	Why not go out?
お元気ですか	585667937	ja	en	お元気ですか。	How are you?	Are you sure?	How about you?	I love the Patriots.	Nice rivalry!	They are funny.	Why's that?
お元気ですか	585667937	ja	en	お元気ですか。	How are you doing?	How about for Halloween?	How about white?	How much do we use?	I love concerts!	I'm doing okay.	Why not go out?
お元気ですか	585667937	ja	en	お元気ですか。	How're you doing?	She was doing something.	How are you doing?	When can I train?	I enjoy doing this.	How's your tooth?	Where's she going?
お元気ですか	585667937	ja	en	お元気ですか。	How is it going?	And it was going well.	He is going home	Hi, what's going on today?	How's that going for you?	I'm going to the park.	When are we going?
お元気ですか	585667937	ja	en	お元気ですか。	How are things going?	Things are going well.	Everything was going great.	How's your father?	Are things going well?	How come you ask?	Where's Sophie going?
お元気ですか	100838054	ja	en	どうも、お元気ですか？	Hello, how are you?	Has Tom hurt you?	Hello, are you Jose?	All are equally important.	How are your goats?	OK, where were we?	Did they write you?
お元気ですか	967848500	ja	en	お元気ですか。お久しぶりですね。	How are you doing? I haven't seen you for an age!	How can I know that you're not going to hurt me?	How many hours of TV do you watch a day?	How did you know I used to teach French in Australia?	I've never seen you as beautiful as you are now.	Scarcely had the dog seen me when it ran away.	Your cheeks, two pomegranate cuts, can be seen behind the veil.
お元気ですか	2853505455	ja	en	お父さんはお元気ですか？	How's your father?	It's a tradition.	Why are you scared?	Where's my mother?	Here's your tea.	How could I refuse?	That's really fortunate.
お元気ですか	2853505455	ja	en	お父さんはお元気ですか？	How's your dad?	Where's my boomerang?	It's definitely them.	Can't you read?	Aren't you sad?	How would I know?	Isn't Tom dead?
お元気ですか	2853505455	ja	en	お父さんはお元気ですか？	How is your father?	Where is my jacket?	When will you arrive?	Mennad is basically suicidal.	Who is my father?	Did you kidnap her?	How's your English?
お元気ですか	2853505455	ja	en	お父さんはお元気ですか？	How is your dad?	Where is my dad?	Tom is my dad.	How are complaints handled?	Where is your dad?	Where are our suitcases?	How was the water?
お元気ですか	4083381754	ja	en	ご家族はお元気ですか？	How is your family?	How goes it, Jacques?	Which street is this?	Is that his family?	Where is your bedroom?	How are your folks?	How's your family?
お元気ですか	1129321704	ja	en	こんにちは、お元気ですか。	Good day, how are you?	Have a good day, Ziri.	Good morning, how are you?	Good things must be savoured.	Good work makes good things.	Good riddance to bad rubbish!	These umbrellas are pretty inexpensive.
お元気ですか	1916839814	ja	en	こんにちは！お元気ですか？	Hello! How are you?	Hi, how are you?	Are these dogs yours?	Whose side are you?	Which fly bit you?	Now, where was I?	Hello! Lovely weather today!
お元気ですか	1916839814	ja	en	こんにちは！お元気ですか？	Good day, how are you?	Have a good day, Ziri.	Good morning, how are you?	Good things must be savoured.	Good work makes good things.	Good riddance to bad rubbish!	These umbrellas are pretty inexpensive.
お元気ですか	747821423	ja	en	奥様はお元気ですか。	How's your wife doing?	What were you two doing?	Ziri is doing his homework.	Your wife is still here.	What did your wife say?	Can your wife say something?	How is your work going?
お元気ですか	747821423	ja	en	奥様はお元気ですか。	How is your wife?	Why not enjoy life?	How do you study?	Is the festival free?	How can I sleep?	How's married life?	Sami isn't immortal.
お元気ですか	747821423	ja	en	奥様はお元気ですか。	How's your wife?	How are you, Dragon?	How was the audition?	That's your idea.	Where are they from?	Why does it matter?	It's very detailed.
お元気ですか	747821423	ja	en	奥様はお元気ですか。	How is your wife doing?	What was Tom doing exactly?	How was your first flight?	How are you two related?	How's your day been?	Are you all doing well?	How is this our problem?
お元気ですか	747821423	ja	en	奥様はお元気ですか。	How's the wife?	Where's the director?	How ugly is that.	How was the skiing?	This party's packed.	Where is the wheelbarrow?	Where is the wife?
お元気ですか	2001807359	ja	en	お母様はお元気ですか？	How's your mother?	Is she your mother?	How fast you run!	That's another topic.	Will he see her?	That's my pussy.	How is your daughter?
お元気ですか	2001807359	ja	en	お母様はお元気ですか？	How is your mother?	Will you meet her?	My name is Wang.	Tom isn't indispensable.	How can Tom lose?	Will that help her?	Where's my mama?
お元気ですか	2534255865	ja	en	ご家族はお元気ですか。	How is your family?	How goes it, Jacques?	Which street is this?	Is that his family?	Where is your bedroom?	How are your folks?	How's your family?
お元気ですか	2936031724	ja	en	こんにちは、お元気ですか？	Hi, how are you?	Are you two together?	Tom, how could you?	Hi! What's new?	Hi. How are you?	Well, how are you?	Hey, where are you?
お元気ですか	3343723965	ja	en	お姉さんはお元気ですか。	How is your sister?	How large was it?	This isn't water.	How cool is this?	Can we talk later?	Who wrote a letter?	Why are you studying?
お元気ですか	3343723965	ja	en	お姉さんはお元気ですか。	How's your sister?	How was your birthday?	How was your hometown?	Where is it then?	What's your nickname?	How was the beach?	Where's my crown?
お元気ですか	4083381754	ja	en	ご家族はお元気ですか？	How's it going with your family?	How can Ziri teach all those subjects?	Who's the heaviest in your family?	Why did you let Tom go?	Tom is going to get your things.	How is it going with your family?	Where is the rest of your family?
お元気ですか	4083381754	ja	en	ご家族はお元気ですか？	How is the family?	This is very tasty.	Who is the girl?	Where are the soldiers?	How did it go?	How did you sleep?	This is obviously false.
お元気ですか	4083381754	ja	en	ご家族はお元気ですか？	How is your family doing?	What exactly was Tom doing?	How long can that last?	How're you this morning?	How did you recognize me?	Tom is doing his homework.	How's your business doing?
さようなら	2840502289	ja	en	さようなら！	Good-bye!	Release him!	Seize him!	Pardon me?	Holy mackerel!	I shat.	Prepare yourself.
さようなら	2244027687	ja	en	さようなら	goodbye	free	garlic	mind	Space?	Vegan?	wrong	Yummy!
さようなら	3332565216	ja	en	さようなら。	Good bye!	He started.	Brace yourself.	Finish it.	Get down.	I painted.	I agreed.
さようなら	3332565216	ja	en	さようなら。	Bye for now.	I drive now.	Goodbye for ever!	Goodbye for now.	We'll follow.	Bye, good night.	Sorry about earlier.
さようなら	3332565216	ja	en	さようなら。	Bye!	Blue.	Catholic.	Happiness.	me	Mummies?
さようなら	3332565216	ja	en	さようなら。	See you later!	Pull yourself together.	We're together!	See you Thursday!	See for yourself.	Tell me later.	Bring him back.
さようなら	3332565216	ja	en	さようなら。	Farewell!	Laugh!	Delete.	Sleep.	Adieu!	Who!	Away!
さようなら	3332565216	ja	en	さようなら。	So long.	Since when?	Sami left.	Tough titty!	They said.	Stop Tom.	Hello everybody.
さようなら	3332565216	ja	en	さようなら。	Bye.	Right!	Very!	Hooray!	Persevere.	Kaboom!	Sorry...
さようなら	3332565216	ja	en	さようなら。	See you again.	See you Monday.	Toss it there!	Watch them closely.	I see myself.	See you there.	I see you!
さようなら	3332565216	ja	en	さようなら。	Goodbye.	Chill!	Time!	G'afternoon!	Indubitably.	Gangway!	Up!
さようなら	3332565216	ja	en	さようなら。	Goodbye!	Impressive!	Buffoons!	Study!	Bastards!	Hush!	OMG!
さようなら	3332565216	ja	en	さようなら。	See you soon!	See you Monday.	See you Tuesday!	Take it apart.	Take her home.	I see Dan.	Come back soon!
さようなら	3332565216	ja	en	さようなら。	Bye-bye!	Chill out.	Eat that!	Everyone laughed.	Rabbits multiply.	Keep still.	Work slowly.
さようなら	3332565216	ja	en	さようなら。	Good-bye!	Release him!	Seize him!	Pardon me?	Holy mackerel!	I shat.	Prepare yourself.
さようなら	2840502289	ja	en	さようなら！	Good bye!	He started.	Brace yourself.	Finish it.	Get down.	I painted.	I agreed.
さようなら	2840502289	ja	en	さようなら！	Bye!	Blue.	Catholic.	Happiness.	me	Mummies?
さようなら	2840502289	ja	en	さようなら！	Farewell!	Laugh!	Delete.	Sleep.	Adieu!	Who!	Away!
さようなら	2840502289	ja	en	さようなら！	Goodbye.	Chill!	Time!	G'afternoon!	Indubitably.	Gangway!	Up!
さようなら	2840502289	ja	en	さようなら！	Goodbye!	Impressive!	Buffoons!	Study!	Bastards!	Hush!	OMG!
さようなら	2840502289	ja	en	さようなら！	Mon dieu!	Hey, Diana!	Like Bixby?	So funny.	Star Wars!	Whoa, really?
さようなら	2840502289	ja	en	さようなら！	Bye-bye!	Chill out.	Eat that!	Everyone laughed.	Rabbits multiply.	Keep still.	Work slowly.
さようなら	1937523120	ja	en	とりあえずさようなら！	Bye for now!	And have picnics.	I love nature.	I love reading too!	Nature is amazing.	That sounds cool!	The Lakers played great!
さようなら	3602699491	ja	en	さようなら、さよこ！	Good-bye, Sayoko!	Good, as always.	Good morning, handsome.	Oh my IPU!	Good-bye, John.	Not good enough.	Good job, everyone!
さようなら	3602699491	ja	en	さようなら、さよこ！	Bye, Sayoko!	Hat off!	Damn you!	Yes, corporal!	Mary ran.	Let me!	Stop nitpicking!
さようなら	3693770940	ja	en	彼女は「さようなら」と言った。	She said goodbye.	You said it!	They said yes.	She took risks.	He hates shrimps.	We had lunch.	Ziri said goodbye.
さようなら	2275859867	ja	en	では、さようなら。	Well then, goodbye.	Well done, son.	Of course yes!	Goodbye, my friend.	Goodbye, my dears!	Well I never!	Kiss me goodbye.
さようなら	4267030896	ja	en	彼女はさようならと言った。	She said goodbye.	You said it!	They said yes.	She took risks.	He hates shrimps.	We had lunch.	Ziri said goodbye.
さようなら	456645065	ja	en	さようなら、フランク！	Goodbye Frank!	No, seriously.	Okay, okay.	So sassy!
さようなら	472231190	ja	en	さようなら、ビクター。	Au revoir, Victor.	Let's go outside!	No thanks.	Sounds good.	Taylor Swift.	That's lovely!	What about in spring?
またね	2188970947	ja	en	またね！	Catch you later.	Serves her right.	Catch a signal.	Catch your breath.	Open the shutter.	Catch the thief!	Catch the ball!
またね	2188970947	ja	en	またね！	See you next time!	Such a long time!	Somebody will see us.	See you all tomorrow.	See you at 7.	See you in October.	For a long time!
またね	3273618165	ja	en	またね!	See you!	Anytime, Lily.	Great idea!	Love it.	Okay, good.	Thanks, Oscar!
またね	3994889188	ja	en	またね。	See you again.	See you Monday.	Toss it there!	Watch them closely.	I see myself.	See you there.	I see you!
またね	2188970947	ja	en	またね！	See you later.	See you soon.	Need anything else?	Grasp it carefully.	I see smoke.	See you around.	Sami heard her.
またね	2188970947	ja	en	またね！	Bye!	Blue.	Catholic.	Happiness.	me	Mummies?
またね	2188970947	ja	en	またね！	See you later!	Pull yourself together.	We're together!	See you Thursday!	See for yourself.	Tell me later.	Bring him back.
またね	2188970947	ja	en	またね！	See you.	Pure talk.	Go, Tom!	All righty.	I waved.	He grimaced.	Get milk.
またね	2188970947	ja	en	またね！	See ya!	Beatrix Potter.	J.K. Rowling.	Nice team!	No problem!	Sounds fun!
またね	2188970947	ja	en	またね！	I'll see you later.	I've had a stroke.	I'm like my sister.	I consider it my duty.	Can you see the mountains?	No one can see it.	You might see Tom there.
またね	2188970947	ja	en	またね！	See you!	Anytime, Lily.	Great idea!	Love it.	Okay, good.	Thanks, Oscar!
またね	3994889188	ja	en	またね。	See you.	Pure talk.	Go, Tom!	All righty.	I waved.	He grimaced.	Get milk.
またね	3994889188	ja	en	またね。	I'll see you around.	That's a happy sound.	I'll see Tom around.	She can read very well.	I can use the money.	You should see your eyes.	I did not respect him.
またね	3614495742	ja	en	じゃあ、またね。	See you later!	Pull yourself together.	We're together!	See you Thursday!	See for yourself.	Tell me later.	Bring him back.
またね	3614495742	ja	en	じゃあ、またね。	See you.	Pure talk.	Go, Tom!	All righty.	I waved.	He grimaced.	Get milk.
またね	3465843863	ja	en	じゃまたね。	See you later!	Pull yourself together.	We're together!	See you Thursday!	See for yourself.	Tell me later.	Bring him back.
またね	3465843863	ja	en	じゃまたね。	I'll see you later.	I've had a stroke.	I'm like my sister.	I consider it my duty.	Can you see the mountains?	No one can see it.	You might see Tom there.
またね	3614495742	ja	en	じゃあ、またね。	I'll see you later.	I've had a stroke.	I'm like my sister.	I consider it my duty.	Can you see the mountains?	No one can see it.	You might see Tom there.
またね	1873458488	ja	en	じゃ、またねっ！	See you later!	Pull yourself together.	We're together!	See you Thursday!	See for yourself.	Tell me later.	Bring him back.
またね	1873458488	ja	en	じゃ、またねっ！	See you.	Pure talk.	Go, Tom!	All righty.	I waved.	He grimaced.	Get milk.
またね	1873458488	ja	en	じゃ、またねっ！	I'll see you later.	I've had a stroke.	I'm like my sister.	I consider it my duty.	Can you see the mountains?	No one can see it.	You might see Tom there.
またね	2496450893	ja	en	では今晩またね、さようなら。	See you tonight, then. Cheers!	See what you've done.	Three cheers for my Queen!	Chocolate always cheers me up.	See you Sunday at three.	Bring your parents, as well.	See you in a fortnight.
またね	2539661225	ja	en	明日、図書館でまたね。	See you tomorrow at the library!	Tom couldn't see over the wall.	See what else is in the box.	Put our bags up on the rack.	I'll see you later tonight.	I'll show you the library tomorrow.	See to it that Ziri pays.
またね	2539661225	ja	en	明日、図書館でまたね。	See you tomorrow at the library.	How often do you see your children?	Hold my hand while the plane lands.	Raise your hand in class before speaking.	Watch your step! It's slick out!	I bumped into her at the library.	Can I see you in my office?
またね	2539661225	ja	en	明日、図書館でまたね。	See you tomorrow in the library.	Tom won't see Mary anymore.	I will show you the library tomorrow.	Close your eyes and count to ten.	See you tomorrow at the library.	See! Cotton candy is being sold.	I see you two have already met.
またね	2796020539	ja	en	ありがとう。では、またね。	Thanks. See you next time.	Tom is just wasting time.	Investors like what they see.	Goodness knows what actually happened.	Thanks for reporting the issue.	Do you see the point?	Thanks for being on time.
またね	2067951186	ja	en	もう行かなくちゃ。じゃ、またね。	It's high time to go. See you later.	Diego got a pizza a short time later.	You should see the look on your face.	I see something that you don't see.	I'm afraid of big, black, hairy tarantulas.	You're crazy to lend money to Tom.	Ziri will have plenty of time for that later.
おやすみなさい	2529972007	ja	en	おやすみなさい。	Goodnight!	Christianity.	Done!	Ketchup.	Mars!	Shrimp!	Whoa!
